,0
365,"좋아요 64개
big_prizeee
어제 도영이랑 윤하랑 쿠키 만들기했는데 생각보다 재밌었다 ㅋㅋㅋㅋ나름 동물들 잘만든것같아서 뿌듯 맛도 갠찮았다ㅋㅋㅋ흉측하게 생긴 상상속 동물 안만들었으니 성공적이다ㅋㅋ 오늘은 지난번 갔었던 동네 근처 카페에 가서 재난지원금으로 식사도했다 분위기도 좋고 맛도 좋았다 성수에서 유명한곳이 였다고.. 가격은 좀 비쌌다ㅋㅋㅋㅋ 마트가서 도영이 장난감도 하나 더 사주고 결국 타요버스 또 하나추가되었다..아들의 지독한 자동차사랑 ㅋㅋㅋ 마지막은 어플로 윤하랑 딸 예상 사진 올려봤는데 딸이 생길지 ..알수없지만 바라본다 ㅋㅋㅋㅋㅋ 무튼 주말동안 우리가족 행복하게 시간보내서 만족쓰ㅋㅋㅋ 다음달은 제주도 간다 오예~!!#럽스타그램❤️ #수제쿠키 #쿠키만들기🍪 #성공적👍 #동물친구들 #맛갠춘 #성수동맛집 #앤아더카페 #존맛탱 #딸예상 #어플 #바램 #가족스타그램
2일
zero.c0la
헐 선생님 쿠키 잘 만드셨네여 저는 망했었는디 ㅋᩚㅋᩚㅋᩚㅋᩚㅋᩚㅋᩚㅋᩚㅋᩚㅋᩚ
2일답글 달기
chal_kong2
아이가 넘 귀여워요😍전 31개월 딸둥이 육아중이에요~^^친하게지내요❤️
2일답글 달기
2일 전
게시"
366,"being_gombi3
님 
외 86명
이 좋아합니다
ga._.young99
날씨 너무 좋고 모든게 완.벽.했던 하루😆
2일
amor_manet.jh
가영 상콤하다🍸🍋
2일좋아요 1개답글 달기
답글 보기(1개)
dddahhhui
항이뻐
2일좋아요 1개답글 달기
yemilliy
제일 완벽한 것 : 김가영
2일좋아요 1개답글 달기
_bliss__j
진짜 이뽀요 .... ❤️❤️❤️❤️
2일좋아요 1개답글 달기
west_young____
조녜;;;;;🔥❤️
2일좋아요 1개답글 달기
u_ji_95
너무 아름다우시네요
2일좋아요 1개답글 달기
s_tellar_yu
이뿌니❤️
2일좋아요 1개답글 달기
hehesohee
야 개이뿌🖤
2일좋아요 1개답글 달기
yeeebin2
내가 찍었지롱><♥헤헷
2일좋아요 1개답글 달기
gyeong_miniii
우리 자기 미모가 젤 완벽해,,
2일좋아요 1개답글 달기
being_gombi2
안녕하세요:) 혹시 DM 가능하세요? 피드보고 여쭤보고 싶은게 있어서요💛
2일답글 달기
being_gombi3
안녕하세요:) 혹시 DM 가능하세요? 피드보고 여쭤보고 싶은게 있어서요💛
4시간답글 달기
2일 전
게시"
367,"좋아요 1개
gweonjigyeong8
경치 좋은곳인데

#광고맞팔안함 #맞팔해요 #인친하자 #맞팔하면선팔가요 #맞팔ㄱㄱ #좋아요100 #세종맘소통 #맞팔댓글로 #고양이소통 #여행소통 #좋아요굿 #선팔하면맞팔100 #선팔은댓글 #좋반반사 #맞팔선팔100 #선팔후댓글 #좋반맞팔 #좋아요폭탄 #팔로워환영 #소통왕 #선팔맞팔 #초딩맘소통 #선팔반사 #선팔하면맞팔환영 #성수동맛집 #센텀맛집
2일
2일 전
게시"
368,"좋아요 1개
coeseoyeon388
운치있어

#육아일상소통 #소통잼 #우리맞팔해요 #육아소통맞팔 #좋반도댓글 #댓글반사 #좋아요좋아요 #직딩소통 #맞팔대환영 #맘소통환영 #좋반댓반 #맞팔사랑 #맞팔선팔환영 #맞팔은디엠 #좋아요하면선팔 #애견인선팔 #맞팔반사 #일상소통해요 #맞팔고 #좋아요누르면팔로우 #개띠맘소통 #맞팔좋아요 #좋반환영 #육아소통 #청주맛집 #성수동맛집
2일
2일 전
게시"
369,"좋아요 2개
onyleloush
#미도인 우연치않게 왔는데 정말 인상 깊은곳이다. 또 다시 올것 같다.
#성수동맛집#미도인성수#성수동대창덮밥#성수맛집미도인#성수대창덮밥#성수맛집#인생베스트맛집#스테이크장인#성수동맛집인정
2일
2일 전
게시"
370,"좋아요 13개
puggangmezu
🎃
일단 팔로잉부터 박아라
오늘 형인지 아빠인지 모르겠는
주인놈이 100일 같이 살았다고 한턱쐈는데
지만 쳐먹고 나한테 광대놀이 시키더라
사진 그만 찍고 좀 먹어보자
-
자주가는 근본없는 위스키바 겸 카페
@moogeunbon
치즈케잌이랑 붕어빵은
@2tails_official
광고 아니다 형은 그런거 모른다
-
상남견은 해시태그 뒤로 달지 않는다
빠꾸없다 블랙넛도 없다
-
#퍼그 #pug #퍼그갱 #puggang
#개스타그램 #멍스타그램 #독스타그램
#독 #이센스 #의식의흐름 #블랙넛 #고자
#붕어빵 #치즈케잌 #애견간식 #투테일즈
#성수동맛집 #성수맛집 #성수동카페
#무근본 #성수동 #성수 #성수역
#내돈내산 #성수동퍼그갱
-
도끼가 그랬다 #힙합 은 공부하는게 아니다
내가 힙합이다 알아서 조아려라
2일
puggangmezu
좋아요만 하지말고 팔로잉해라 나는 복의 근원이다
2일답글 달기
답글 보기(2개)
2일 전
게시"
371,"좋아요 43개
206_yan
연휴 전에 다녀왔던 성수동나들이💃

테라스는 못 앉았지만
음식도 분위기도 좋았던 #이태리차차

카페는 #마를리
아인슈페니 비쥬얼 생각했다가 시켰던 흑임자라떼의 건강 비쥬얼에 당황ㅋ
얼그레이 케이크 맛있었는데 자몽이 너무 상콤한듯 하여 치즈케이크가 더 인기가 많았던😋🍰

#성수동 #성수동카페 #성수동파스타 #성수동핫플레이스 #성수동맛집 #성수맛집 #성수동나들이#성수동케이크 #파스타맛집 #테라스카페 #테라스맛집 #맛스타그램 #먹스타그램 #주말스타그램 #카페투어 #카페스타그램
2일
2일 전
게시"
372,"좋아요 128개
s._____yeon
just랑 성수동 데이또🥰
아 우리 빼고 죄다 커플들만 이쒀 왜…🤨🤬
1차 #꿉당 가서 목살이랑 가브리살 3인분이랑 된찌에 고봉밥 말아먹음. just가 나 왜케 잘 먹냐고 함ㅋㅋㅋ I’m a 대식가🤗
2차 #대림창고 가서 말차아포카토 먹었는데 너무 맛있어~
재밌게 잘 놀고 무사히 귀가❤️
오늘 개시한 홀스빗 미니백은 알마bb에 이어
내 데일리템으로 정착할 듯👍
.
.
.
.
.
.
#성수동맛집#목살#가브리살#고기맛집#카페#아포카토#자몽에이드#카페스타그램#핫플#데이트코스#일상#오늘의코디#데일리룩#ootd#girlstyle#홀스빗1955#어글리즈#캐주얼룩#주말스타그램#이쁜척#selfie#selca#다이어트는개뿔#instagood#instadaily
2일
__iamanne02__
너무 이뻐용!!🥰
2일좋아요 1개답글 달기
답글 보기(1개)
jias114
이뽀이뽀❤️
2일좋아요 1개답글 달기
답글 보기(1개)
manggo_1013
👍👍
2일좋아요 1개답글 달기
답글 보기(1개)
k.do.u
체력👏👏
2일좋아요 1개답글 달기
답글 보기(1개)
specialperth
대림창고 늘 사람 많아서 못갔는데 힌번 가보고 싶어요~~😍
2일좋아요 1개답글 달기
답글 보기(1개)
brand_songsong
이미지가 좋으시네요 ! 물어 볼게 있는데, 잠시 디엠 가능하신가요~? :-)🌟
1일답글 달기
seo_nunettine
고기😢
22시간좋아요 1개답글 달기
답글 보기(1개)
2일 전
게시"
373,"좋아요 80개
9diony3
진벌이 모두 모여 진벌의 둘째언니가 주는 청첩장 받음:)
성수동 문츠바베큐 가서 맛난 꼬기 사주심♡
꼬기 야들야들 부드러웠다ㅠㅠ
촌스러운 나를 다양한 경험해볼 수 있도록 인도하는 고마운 언니심ㅎ
센스있는 청첩장에 놀라고 맛있는 꼬기 맛에 놀란 오늘 하루 즐거웠습니다😊
.
.
.
#서울맛집 #성수동맛집 #성수동 #문츠바베큐 #bbq #고기 #먹스타그램 #food #foodie #음식 #푸드스타그램 #foodporn #foodstagram #주말 #일상 #소통
2일
beaut_iespromo
Dm on @food_frolic__ 1M
2일답글 달기
93_kaki
폭립 너무 맛있어 보여요 ㅠㅠ 나도 뜯고싶당
2일답글 달기
2일 전
게시"
374,"좋아요 11개
gimyeyeon692
쨍쨍하지만 바람부는

#좋반100 #먹방소통 #좋아요반사테러 #우리맞팔해요 #소통해용 #예신소통 #소통하는 #맞팔디엠 #맞팔은댓 #맘소통 #팔로우 #육아소통환영 #새댁소통 #럽스타소통 #인친좋아요 #댕댕이소통 #닭띠맘소통 #선팔로우 #선팔맞팔 #팔로워미 #좋반 #인천맘소통 #책육아소통 #선팔맞팔환영 #성수동맛집 #경성대맛집
2일
2일 전
게시"
375,"좋아요 21개
deeptten
블록 니트 🤨
2일
deeptten
-
2일답글 달기
답글 보기(1개)
simrittalwar
Awesome 👏
2일답글 달기
siii09_
아직 업뎃 안된건가용?
2일답글 달기
답글 보기(1개)
2일 전
게시"
376,"좋아요 38개
kim_ju_ch
팔색조 성수 🌈
2일
kim_ju_ch
😍
2일답글 달기
답글 보기(1개)
yeslivers
공사하는건 왜 찍은건데ㅋㅋㅋㅋㅋㅋ
2일답글 달기
답글 보기(1개)
_ssongeuni_i
어?예쁘다
2일답글 달기
답글 보기(1개)
gr_hee_n
이제 김주찬한테 물어보고 성수 가야지
2일좋아요 1개답글 달기
2일 전
게시"
377,"좋아요 73개
freedom_heehee
#성수카페
𝐒𝐀𝐃𝐃𝐋𝐄𝐑 𝐇𝐀𝐔𝐒
오랜만에 성수동 데이트
🥐크로플 존맛탱 맛집인 새들러하우스 성수점에 갔어요!! 쉴새없이 구워지는 새들러하우스 크로플!!
고소 달달한 냄새가 카페 골목부터 가득하더라고요~~
바삭한 크로플 존맛탱에 영양부추 크림치즈 올려 먹으니 넘 마시쏘... 😙 크로플+크림치즈 조합 강추!!

🍌바나나 생크림 크로플도 먹었는데
일반 플레인 크로플이 더 맛있는 것 같아요!
커피도 맛있고 재방문의사 2️⃣0️⃣0️⃣%
성수동에 먹어야할 디저트, 가야할 카페는 너무 많다!!
앞으로도 계속되는 성수동 뿌시기🔨

#성수동카페#성수동맛집#성수존맛#성수동존맛#성수디저트#새들러하우스#새들러하우스성수#크로플#크로플맛집#성수맛집#성수핫플#성수데이트#jmt#jmtgr#핫플레이스
2일
oh_jjang2
ㅈㅁㅌ
2일좋아요 1개답글 달기
kcykumdo9077
디저트에는 크로플이 가장 맛있으면서 달콤하고 부드러운맛이 느낄때가 생각나네요😍😍😍😍😍
2일좋아요 1개답글 달기
elle.true
성수동 가본지 백만년 됐네유😂😂 나중에 가면 꼭 가봐야겠어요! 저장❤️
1일답글 달기
2일 전
게시"
378,"좋아요 43개
awesomeyoora
7분 같았던 우리의 7시간🥰
🍷술알못과 2차까지
함께해줘서 고마워~🤭💜🍾
2일
awesomeyoora
#힌스 #성수동맛집 #라비앙 #윕성수 #파스타맛집 #안주맛집 #화이트와인 #스파클링와인 #성수핫플레이스 #디저트집 #주말스타그램 #저녁스타그램 #맛집탐방 #좋아요 #브리치즈구이 #모스카토🍷
2일답글 달기
imagepure_
열장으로 부족해애애❤️
2일좋아요 1개답글 달기
ae0_0422
나두 껴줘요 소주먹기해주세오
2일좋아요 1개답글 달기
답글 보기(4개)
2일 전
게시"
379,"좋아요 34개
suulggu
성수 갈 때마다 방문하는 이자카야🍶
1인 셰프님이 운영하는 프라이빗한 다이닝 바예요

#성수조리 #조리 #성수이자카야

성수 조리는 소주를 주문하면 예쁜 병에 옮겨서 담아주십니다❤️‍🔥 같은 소주인데, 더 특별한 맛을 느낄 수 있어요. 바 테이블에 은은한 조명까지 데이트 코스로 강력 추천해요.

게다가 갈 때마다 메뉴가 달라지는 맛집이에요. 음식에 대한 셰프님의 애정이 듬뿍 묻어납니다. 이 가격에 이 메뉴를 시켜도 되나 싶었어요. 어떤 메뉴를 주문해도 전부 다 맛있어요🤭

전통주 종류도 다양해요. 소주에 약하다면 가볍게 전통주를 주문해 보세요. 개인적으로 전통주는 니모메 감귤주, 붉은원숭이, 황금보리를 추천합니다💕

🔖 서울 성동구 왕십리로4길 26-18
🍶 소주 0.6ㅣ니모메 2.0ㅣ붉은원숭이 1.5ㅣ황금보리 1.8
🍴 노부 사시미 1.5ㅣ생선 유린기 1.5ㅣ와사비 3종 1.2
2일
suulggu
🍶
2일답글 달기
답글 보기(1개)
eesomeflower
요기 엄청 가보고싶어요 😮
2일답글 달기
답글 보기(2개)
az___._._1021
우연히 들어왔는데 친구하고 싶어요^^
2일답글 달기
min._.zzzzzi
크~분위기 대박이네용!!!🤩🤩
2일답글 달기
muggossa_
우와 성수동에 이런 곳이 있다니! 아늑하고 뭔가 마음이 편해지는 분위기 일 것 같아요❤️ 전통주랑 같이 하면 분위기 대박일듯 ㅎㅎ
2일답글 달기
2jayem
요런 프라이빗한 다이닝바 조용하게 먹기 딱 좋아요!!! 여럿이 시끌시끌도 좋지만 가끔은 조용하게 먹고 싶을 때 딱❤️❤️
2일답글 달기
beomspoon
와우 사진 감성 무슨일이에요🙌🙌❤️ 흐린 오늘같은 날씨에 딱이에요🔥🔥
2일답글 달기
mukzzie_
먹팔해용✨✨
12시간답글 달기
gani_._._
꺄 사진 비주얼 짱이에여 넘 맛나보여요❤️
6시간답글 달기
2일 전
게시"
380,"좋아요 24개
double_zero___
#성수 #피치스 #뚝섬 #다운타우너 #노티드 #성수동맛집

미사에서 산책하려다가,
급 성수에 베스파보러갔다가
갑자기 도렐 갔는데 다운타우너 먹고싶다는 오빠
청담까지 가긴 그렇고 #피치스도원 으로 와서 15분컷 하고 나왔다ㅋㅋ
진짜 우린 먹으러가서 폭풍흡입하고 뒤도안돌아보고 나간다 ㅋㅋㅋ
남들 사진 찰칵 찰칵 할때
우리는 배채우면 손절 🖐🏻
오빠 오늘 일하다 옷에 초코 묻히고 쪽팔려하면서ㅋㅋ 놈팽이 같다고 어디 안갈리하더니
할거 다하고 ㅋㅋ 귀여워죽겠네ㅋㅋ

그래도 베스파 안지른거 매우 칭찬해👍🏻
2일
2일 전
게시"
381,"조회 108회
dooop_seoul
- Dooop
brunch . coffee . food . naturalwine
2일
dooop_seoul
#서울숲맛집 #서울숲맛집추천 #서울숲카페 #서울숲#서울숲브런치 #서울숲파스타#서울숲데이트#서울숲핫플 #서울숲애견동반 #서울숲와인바 #서울숲까페 #파스타#브런치#카페추천#카페#애견동반카페 #서울숲애견동반카페 #서울숲소개팅#브런치#테라스#테라스카페#테라스와인바#파스타맛집#성수동파스타#성수동브런치#성수동테라스카페#성수동카페#성수동맛집 #성수카페 #성수맛집
2일답글 달기
2일 전
게시"
382,"좋아요 91개
yamoojinmukbang
#보마켓 소품매니아 나에겐 천국같은 곳ㅠㅠ다양한 색감, 다양한 식료품, 시라쿠스 그릇, 커트러리, 다양한 색상의 캠트레이 모두 취저🧡💜💛💙💚❤️🤎🧡
근데 떡볶이, 연어포케도 넘나 맛있었다👩🏻‍🍳 김치볶음밥도 맛있다던데 테이블마다 다 있음. ㅋㅋㅋ 담엠 김볶 먹어봐야지. 캠트레이도 넘 사고 싶었지만 색고르기가 넘 힘들어서... 시라쿠스 그릇 2개로 만죡..💖 근데 집에와서 보니 오발플레이트에 스크래치가 있어 낼 교환하러 가야한다. 🤦🏼‍♂️

#무진x성수동
⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀
#bomarket #d타워 #d타워맛집 #연어포케 #인테리어소품 #성수동핫플레이스 #성수동맛집 #성수역맛집 #뚝섬역맛집 #서울숲역맛집 #떡볶이 #떡볶이맛집 #데일리 #먹방 #먹스타그램 #서울숲데이트 #서울숲맛집추천 #instadaily #photooftheday #instalike #instapic #instaphoto #instagood #tourist #onthetable #foodporn #interiorstyling #seoul
2일
devid.sj5
Dm on @food_frolic__ 1M
2일답글 달기
mimiie_me
Bon appétit ~~~
2일답글 달기
az___._._1021
우연히 들어왔는데 친구하고 싶어요^^
2일답글 달기
woooooooooooooooooooooooofoody
무진님🍂픠디왔습니다앙🍂헛..이쁘게 산 그릇에 스크래치라니...푸디의 마음에도 스크래치가 생긴 기분ㅠㅠ🍂🍂🍁
1일좋아요 1개답글 달기
답글 보기(1개)
nature.0417
스크래치ㅠ 넘 이쁜거 많은데영😍 떡볶이 시강❤️❤️❤️❤️❤️
1일답글 달기
2일 전
게시"
383,"좋아요 179개
cesare_rha
(즐겨먹지는 않지만)
아마도 서울 탑이라 할 수 있는
오코노미야키
⠀
⠀
맛도 좋고 가격도 좋은데
대기줄이 대기줄이 ;;;
⠀
⠀
#오코노미야끼 #오코노미야끼맛집 #야끼소바 #건대 #건대맛집 #성수동맛집 #오코노미야키식당하나
2일
guraboy
오 담에 가볼에용
2일좋아요 1개답글 달기
답글 보기(1개)
2일 전
게시"
384,"좋아요 72개
strong_tiger_j
유지어터 +10

바프 끝나고 먹고싶은대로 과식했더니 좀 지쳐서 올만에 클린식 먹으니 속이 편하네여 ㅎㅎ

점심은 고단백 장어구이와 저녁은 두부유부초밥으로 든든히!!
간식은 이번에 첨 사본 꾸덕한 요거트 먹었는데 진짜 담백고소하네요😋
텍스처가 완죤 꾸덕꾸덕 크림치즈 같아서 담엔 빵에 발라 먹어볼게요 :)

모두 굿밤 되세요☺️

#유지어터 #다이어트 #식단 #주말 #건강식단 #diet #workout
2일
strong_tiger_j
#유지어터식단 #유지어터그램 #다이어트식단 #다이어트레시피 #다이어트요리 #다이어트일기 #다이어트소통 #식단일기 #식단관리 #식단기록 #클린식단
2일답글 달기
답글 보기(1개)
kimmjnew
바프가 끝나셨어두 식단이 깔끔하시네요❤️
2일좋아요 1개답글 달기
답글 보기(2개)
sunsuhouse
장어 쵝오오 완전 고단백 든든한 식사하셨네요😍
1일좋아요 1개답글 달기
답글 보기(1개)
2일 전
게시"
